datazone,Inflow|All people in households|Lived at same address,Inflow|All people in households|Moved within Datazone area,Inflow|All people in households|Inflow (lived elsewhere in Scotland),Inflow|All people in households|Inflow (lived elsewhere outside Scotland but within UK),Inflow|All people in communal establishments|Lived at same address,Inflow|All people in communal establishments|Moved within Datazone area,Inflow|All people in communal establishments|Inflow (lived elsewhere in Scotland),Inflow|All people in communal establishments|Inflow (lived elsewhere outside Scotland but within UK),Outflow to outwith the datazone but to elsewhere in Scotland|Outflow All people in households|,Outflow to outwith the datazone but to elsewhere in Scotland|Outflow All people in communal establishments|,Outflow - Moved to England & Wales All people in households|Outflow - Moved to England & Wales All people in households|,Outflow - Moved to England & Wales All people in communal establishments|Outflow - Moved to England & Wales All people in communal establishments|,Outflow - Moved to NI All people in households|Outflow - Moved to NI All people in households|,Outflow - Moved to NI All people in communal establishments|Outflow - Moved to NI All people in communal establishments|
S01003936,765,-,59,1,35,-,15,1,64,6,6,-,-,-
S01003937,720,19,60,4,-,-,-,-,33,4,15,-,-,-
S01003938,466,12,36,8,-,-,-,-,57,3,11,3,-,-
S01003939,520,6,49,11,-,-,-,-,42,4,6,-,-,-
S01003940,771,18,73,3,-,-,-,-,88,2,6,-,-,-
S01003941,497,15,60,11,-,-,-,-,40,5,6,-,-,-
S01003942,644,7,78,10,-,-,-,-,55,4,23,-,-,-
S01003943,601,13,56,1,-,-,-,-,45,3,6,3,-,-
S01003944,572,2,39,1,14,1,6,-,40,2,3,-,-,-
S01003945,627,10,46,3,-,-,-,-,56,4,-,-,-,-
S01003946,736,18,53,15,11,-,2,1,45,2,10,-,-,-
S01003947,445,16,26,23,-,-,-,-,34,2,13,-,6,-
S01003948,561,13,28,25,-,-,1,-,42,2,3,3,-,-
S01003949,501,1,57,17,8,1,1,1,39,2,-,-,-,-
S01003950,586,14,38,19,-,-,-,-,34,6,6,-,-,-
S01003951,461,4,23,9,27,-,11,-,36,6,10,-,-,-
S01003952,476,7,19,9,4,-,4,1,17,4,-,-,-,-
S01003953,508,19,15,11,13,1,6,1,36,2,5,-,-,-
S01003954,465,12,26,19,15,-,3,3,32,4,3,3,-,-
S01003955,569,26,52,7,12,-,10,-,60,5,6,-,-,-
S01003956,478,23,73,16,5,-,13,15,43,2,3,-,-,-
S01003957,578,29,45,21,12,1,-,-,29,4,-,-,3,-
S01003958,697,15,29,9,5,-,6,-,45,8,9,3,-,-
S01003959,672,14,33,7,-,-,1,-,40,3,12,3,-,-
S01003960,785,10,59,21,10,-,5,-,51,8,-,-,-,-
S01003961,522,10,23,10,-,-,-,-,24,2,3,-,-,-
S01003962,528,14,22,10,-,-,-,-,36,5,7,-,-,-
S01003963,471,13,30,21,-,-,-,-,22,4,3,-,-,-
S01003964,503,3,25,3,-,-,-,-,18,3,7,-,-,-
S01003965,495,15,15,15,-,-,-,-,31,8,6,-,-,-
S01003966,810,35,47,24,-,-,-,-,60,6,3,3,-,-
S01003967,431,44,16,17,-,-,2,-,33,2,3,-,-,-
S01003968,827,34,30,11,-,-,-,-,27,3,-,-,-,-
S01003969,655,18,43,26,30,-,-,-,43,3,6,-,-,-
S01003970,550,10,15,10,-,-,-,-,31,1,6,3,-,-
S01003971,594,15,23,18,-,-,-,-,48,2,-,3,-,-
S01003972,586,15,25,6,-,-,-,-,25,1,3,-,-,-
S01003973,467,27,28,5,2,-,-,13,33,1,-,3,-,-
S01003974,723,27,40,20,1,-,-,-,39,5,15,-,-,-
S01003975,614,8,21,12,-,-,-,-,26,6,10,3,3,-
S01003976,657,6,41,4,-,-,-,-,48,2,9,-,-,-
S01003977,524,24,45,2,-,-,-,-,74,2,6,-,-,-
S01003978,537,11,45,-,12,3,1,-,38,4,6,-,-,-
S01003979,571,3,49,5,9,-,8,-,28,4,6,3,-,-
S01003980,516,7,16,4,12,-,3,-,20,6,5,-,-,-
S01003981,512,4,49,7,7,-,-,-,53,2,-,-,-,-
S01003982,649,3,61,1,1,-,4,1,55,6,3,3,-,-
S01003983,680,3,38,4,-,-,-,-,67,3,-,-,-,-
S01003984,533,6,65,3,43,-,1,-,72,8,10,-,-,-
S01003985,760,18,78,6,-,-,-,-,89,2,3,-,-,-
S01003986,538,3,39,2,-,-,-,-,38,2,-,-,-,-
S01003987,454,6,39,-,31,-,10,-,19,-,-,-,-,-
S01003988,450,20,41,10,2,1,1,-,25,-,9,-,-,-
S01003989,708,21,56,15,-,-,-,-,47,3,9,-,-,-
S01003990,457,11,22,10,4,-,-,-,23,1,3,-,-,-
S01003991,535,11,42,4,-,-,-,-,44,5,-,-,-,-
S01003992,835,23,42,17,1,-,-,-,43,2,3,-,6,-
S01003993,557,9,55,8,13,-,7,2,55,4,12,-,-,-
S01003994,626,12,31,10,-,-,-,-,29,7,9,-,-,-
S01003995,792,11,60,7,2,-,2,-,72,6,3,-,-,-
S01003996,486,3,17,6,-,-,-,-,27,1,-,-,-,-
S01003997,867,13,44,12,-,-,-,-,67,4,29,-,-,-
S01003998,524,10,58,6,-,-,-,-,40,4,6,-,-,-
S01003999,813,6,29,8,9,-,1,1,68,10,-,-,-,-
S01004000,724,1,34,10,-,-,-,-,35,4,-,-,-,-
S01004001,742,15,33,5,-,-,-,-,37,5,11,-,-,-
S01004002,766,20,75,15,-,-,-,-,69,5,3,3,-,-
S01004003,500,1,42,6,-,-,-,-,42,4,-,-,-,-
S01004004,735,9,40,-,-,-,-,-,65,5,3,3,-,-
S01004005,559,4,67,5,-,-,-,-,42,7,10,-,-,-
S01004006,528,-,40,8,-,-,-,-,47,2,3,-,3,-
S01004007,515,6,36,4,19,-,2,-,35,3,-,-,-,-
S01004008,604,9,20,7,5,-,-,-,14,3,-,-,-,-
S01004009,498,24,77,6,38,-,5,-,14,2,4,-,-,-
S01004010,703,9,42,17,-,-,2,1,49,3,10,-,-,-
S01004011,874,5,74,19,117,1,18,-,62,7,13,-,-,-
S01004012,678,2,38,2,-,-,-,-,53,3,3,-,-,-
S01004013,491,2,29,-,2,-,3,1,29,3,5,-,-,-
S01004014,611,8,36,11,-,-,-,-,37,12,6,-,-,-
S01004015,857,16,42,18,-,-,-,-,56,4,15,-,-,-
S01004016,559,-,43,-,-,-,-,-,26,-,-,-,-,-
S01004017,847,11,80,11,1,-,10,3,86,5,15,-,-,-
S01004018,653,3,161,30,-,-,-,-,60,2,6,-,-,-
S01004019,442,-,55,21,-,-,-,-,14,-,-,-,-,-
S01004020,714,6,42,3,4,-,1,-,51,9,-,-,-,-
S01004021,696,6,100,5,-,-,-,-,33,1,6,-,-,-
S01004022,543,5,64,6,28,-,1,-,24,5,3,-,-,-
S01004023,577,1,22,-,-,-,-,-,25,1,-,-,-,-
S01004024,730,3,26,5,100,-,85,-,45,24,-,-,-,-
S01004025,795,2,54,2,-,-,-,-,89,7,-,-,-,-
S01004026,630,-,34,1,-,-,-,-,36,5,3,-,-,-
S01004027,712,7,52,7,-,-,-,-,68,1,3,-,-,-
S01004028,724,14,33,-,3,-,-,-,56,7,-,-,-,-
S01004029,878,1,47,2,-,-,-,-,44,7,3,-,-,-
S01004030,761,17,52,2,-,-,-,-,63,1,6,-,-,-
S01004031,557,2,34,2,-,-,-,-,47,-,-,-,-,-
S01004032,517,8,43,9,-,-,-,-,63,-,-,-,-,-
S01004033,881,12,74,3,-,-,-,-,69,3,3,3,-,-
S01004034,759,1,30,1,-,-,-,-,55,1,-,3,-,-
S01004035,703,-,44,-,-,-,4,-,34,5,3,-,-,-
S01004036,666,-,41,3,-,-,-,-,36,1,-,-,-,-
S01004037,671,3,41,1,-,-,-,-,24,-,3,-,-,-
S01004038,674,2,35,3,-,-,-,-,55,2,-,-,-,-
S01004039,735,19,45,-,-,-,-,-,81,7,7,-,-,-
S01004040,673,4,62,3,-,-,-,-,81,3,-,-,-,-
S01004041,636,6,37,2,-,-,-,-,63,2,-,-,-,-
S01004042,613,23,69,5,-,-,-,-,126,7,3,-,-,-
S01004043,735,-,69,-,-,-,-,-,53,-,10,-,-,-
S01004044,660,5,74,-,-,-,-,-,49,7,-,3,-,-
S01004045,616,-,40,-,-,-,-,-,23,1,-,-,3,-
S01004046,546,-,45,1,-,-,-,-,26,18,3,-,-,-
S01004047,663,13,68,1,-,-,-,-,57,-,6,-,-,-
S01004048,801,4,88,3,37,-,14,-,61,-,3,-,-,-
S01004049,765,10,63,4,-,-,-,-,71,7,3,-,-,-
S01004050,701,39,42,-,-,-,-,-,65,6,-,-,-,-
S01004051,625,7,53,-,-,-,-,-,35,3,-,-,-,-
S01004052,699,8,43,3,8,-,1,-,44,3,-,-,-,-
S01004053,879,1,52,-,-,-,-,-,46,3,-,-,-,-
S01004054,905,1,43,-,-,-,-,-,55,2,-,-,-,-
S01004055,849,17,44,5,-,-,-,-,110,4,3,-,-,-
S01004056,745,-,22,2,-,-,-,-,41,1,-,-,-,-
S01004057,793,50,131,1,6,-,1,-,74,4,9,-,-,-
S01004058,760,17,46,4,-,-,-,-,46,-,-,-,-,-
S01004059,557,3,39,11,-,-,-,-,39,-,3,-,-,-
S01004060,837,9,81,7,-,-,-,-,95,7,-,-,-,-
S01004061,701,20,105,2,-,-,-,-,62,6,14,-,-,-
S01004062,827,5,69,-,49,-,7,-,42,2,-,-,-,-
S01004063,799,22,84,-,-,-,-,-,78,2,3,-,-,-
S01004064,644,-,46,1,-,-,-,-,39,1,-,-,-,-
S01004065,766,13,112,14,8,-,1,-,100,6,-,-,-,-
S01004066,703,6,44,2,-,-,-,-,52,1,6,-,-,-
S01004067,730,2,51,-,-,-,-,-,60,2,6,-,-,-
S01004068,750,2,60,1,-,-,-,-,55,2,3,-,-,-
S01004069,682,4,88,9,-,-,-,-,82,2,3,-,-,-
S01004070,614,9,80,7,27,-,13,3,94,5,3,-,-,-
S01004071,798,4,53,2,-,-,-,-,44,2,-,-,-,3
S01004072,891,11,66,-,56,1,54,1,71,32,3,-,-,-
S01004073,772,3,46,1,-,-,-,-,64,3,-,-,-,-
S01004074,815,9,58,1,-,-,-,-,105,3,-,-,-,-
S01004075,565,7,53,2,7,-,1,-,38,11,3,-,-,-
S01004076,576,8,46,-,-,-,-,-,57,-,3,3,-,-
S01004077,868,-,84,-,-,-,-,-,67,7,-,-,-,-
S01004078,649,3,58,1,-,-,-,-,67,2,-,-,-,-
S01004079,763,3,51,1,-,-,-,-,92,2,-,-,-,-
S01004080,705,-,53,4,-,-,-,-,39,2,3,-,-,-
S01004081,733,5,79,12,9,-,37,-,78,11,25,3,3,-
S01004082,623,7,81,16,3,-,-,1,36,1,9,-,-,-
S01004083,836,9,49,-,-,-,-,-,52,1,-,-,-,-
S01004084,663,5,56,1,28,-,2,-,46,3,-,-,-,-
S01004085,458,3,91,2,3,-,1,1,66,4,-,-,-,-
S01004086,689,3,77,4,-,-,-,-,36,3,6,-,-,-
S01004087,549,13,50,-,-,-,-,-,49,4,-,-,-,-
S01004088,532,-,37,-,-,-,-,-,25,-,-,-,-,-
S01004089,750,7,34,-,-,-,-,-,69,2,-,3,-,-
S01004090,618,23,65,1,-,-,-,-,97,7,-,-,3,-
S01004091,671,2,31,-,-,-,-,-,89,-,-,-,-,-
S01004092,597,9,69,9,-,-,-,-,104,-,-,-,-,-
S01004093,482,-,69,2,-,-,-,-,68,6,-,-,6,-
S01004094,420,9,104,12,-,-,-,-,60,11,3,3,-,-
S01004095,453,2,61,4,-,-,-,-,71,1,-,-,-,-
S01004096,704,9,29,3,3,-,-,-,30,8,3,-,-,-
S01004097,783,13,46,1,-,-,-,-,114,2,-,-,3,-
S01004098,594,-,35,-,-,-,-,-,36,-,-,-,-,-
S01004099,705,2,63,3,-,-,-,-,58,-,3,-,-,-
S01004100,735,-,60,4,-,-,-,-,46,3,3,-,-,-
S01004101,663,5,69,2,-,-,-,-,88,4,6,-,-,-
S01004102,738,1,29,2,10,-,-,-,43,5,3,-,3,-
S01004103,720,-,36,4,23,-,3,-,45,7,6,-,-,-
S01004104,755,-,36,1,4,-,-,-,44,1,-,-,-,-
S01004105,749,6,43,-,-,-,-,-,50,5,3,-,-,-
S01004106,715,2,71,5,2,-,-,-,76,4,25,-,-,-
S01004107,659,-,24,4,-,-,-,-,21,5,3,-,-,-
S01004108,676,-,50,-,30,-,19,-,41,9,-,-,-,-
S01004109,578,3,28,1,-,-,-,-,32,5,3,-,-,-
S01004110,513,-,35,4,4,-,2,-,45,11,-,-,-,-
S01004111,725,12,73,3,25,-,2,-,94,9,9,-,-,-
S01004112,676,10,46,-,65,-,66,5,48,2,6,3,-,-
S01004113,679,1,54,1,-,-,-,-,36,-,-,-,-,-
S01004114,559,5,71,6,-,-,-,-,50,-,-,-,-,-
S01004115,623,2,53,-,72,1,18,-,39,3,3,-,-,-
S01004116,585,-,61,3,25,-,6,-,49,-,-,-,-,-
S01004117,651,5,73,3,-,-,-,-,69,3,6,-,-,-
S01004118,784,6,99,2,-,-,-,-,72,6,6,-,-,-
S01004119,508,3,66,7,-,-,-,-,78,4,-,-,-,-
S01004120,650,9,49,10,-,-,-,-,61,12,-,-,-,-
S01004121,506,13,69,6,-,-,-,-,30,2,6,-,-,-
S01004122,565,8,42,7,2,-,-,-,45,4,-,-,-,-
S01004123,477,4,27,-,-,-,-,-,40,1,6,-,-,-
S01004124,869,-,82,3,6,-,2,-,64,2,8,-,-,-
S01004125,585,9,36,-,-,-,-,-,37,3,3,-,-,-
S01004126,626,10,49,9,-,-,-,-,60,2,3,-,-,-
S01004127,938,8,11,5,-,-,-,-,23,1,-,-,-,-
S01004128,715,1,25,-,-,-,-,-,41,2,3,-,-,-
S01004129,777,9,47,8,-,-,-,-,54,3,6,-,-,-
S01004130,545,-,24,3,-,-,-,-,30,3,-,3,-,-
S01004131,714,15,63,4,-,-,-,-,58,8,-,-,-,-
S01004132,564,-,14,2,-,-,-,-,17,2,3,-,-,-
S01004133,841,1,53,1,11,-,-,-,34,2,9,-,-,-
S01004134,666,-,43,-,-,-,-,-,32,6,6,-,-,-
S01004135,563,6,48,-,33,-,10,-,37,5,-,-,3,-
S01004136,594,5,29,5,-,-,-,-,43,1,9,-,-,-
S01004137,464,16,30,18,-,-,-,-,70,2,9,3,-,-
S01004138,642,-,53,2,10,-,-,-,49,4,3,-,-,-
S01004139,557,3,44,4,-,-,-,-,58,1,-,-,6,-
S01004140,557,5,30,6,-,-,-,-,45,2,3,-,-,-
S01004141,683,9,16,2,-,-,-,-,24,3,-,-,-,-
S01004142,537,5,33,1,-,-,-,-,38,-,3,-,-,-
S01004143,826,5,47,6,-,-,-,-,64,1,6,-,-,-
S01004144,718,7,79,3,50,-,3,-,54,9,-,-,-,-
S01004145,636,7,44,3,-,-,-,-,50,-,3,-,-,-
S01004146,639,6,69,4,2,-,1,-,55,2,3,-,-,-
S01004147,797,5,42,3,-,-,-,-,38,-,3,3,-,-
S01004148,911,9,54,2,-,-,-,-,75,2,6,-,-,-
S01004149,559,32,40,-,-,-,-,-,45,1,-,-,-,-
S01004150,541,7,29,1,-,-,-,-,36,-,-,-,-,-
S01004151,477,-,50,33,59,-,18,9,28,8,38,8,-,3
S01004152,713,-,40,1,-,-,-,-,31,1,-,-,-,-
S01004153,733,1,57,8,-,-,-,-,74,1,3,-,-,-
S01004154,624,3,32,8,-,-,-,-,43,1,3,3,-,-
S01004155,840,22,63,4,-,-,-,-,65,1,3,3,-,-
S01004156,732,6,63,3,-,-,-,-,50,1,-,-,-,-
S01004157,609,-,39,2,-,-,-,-,38,1,6,-,-,-
S01004158,583,4,34,1,-,-,-,-,42,2,3,-,3,-
S01004159,565,2,23,4,11,-,-,-,27,2,-,-,-,-
S01004160,578,4,46,1,-,-,-,-,44,-,12,-,-,-
S01004161,525,19,64,15,-,-,-,-,45,3,19,3,-,-
S01004162,591,1,100,7,7,-,-,2,44,2,6,-,-,-
S01004163,664,15,39,-,-,-,-,-,63,-,9,-,-,-
S01004164,879,8,52,4,11,-,-,-,34,2,6,-,-,-
S01004165,939,13,48,-,-,-,-,-,67,-,3,-,-,-
S01004166,482,11,27,7,-,-,-,-,25,2,-,-,-,-
S01004167,627,4,29,9,3,-,3,-,32,2,3,-,-,-
S01004168,638,13,37,-,4,-,1,-,56,1,3,-,-,-
S01004169,496,3,21,2,51,-,19,-,30,1,6,3,3,-
S01004170,559,1,33,7,-,-,-,-,31,2,-,-,-,-
S01004171,581,7,36,2,-,-,-,-,28,-,6,-,-,-
S01004172,685,5,61,-,-,-,-,-,35,1,-,-,-,-
S01004173,550,-,28,10,-,-,-,-,29,-,8,-,-,-
S01004174,723,2,27,1,7,-,-,-,33,3,3,-,-,-
S01004175,584,6,40,-,-,-,-,-,58,-,-,-,-,-
S01004176,582,8,44,6,-,-,-,-,48,1,9,-,-,-
S01004177,469,-,32,1,7,-,-,-,32,-,-,-,3,-
S01004178,524,14,20,-,5,-,-,-,32,-,-,-,-,-
S01004179,497,-,25,1,-,-,-,-,19,-,3,-,-,-
S01004180,733,17,112,7,-,-,-,-,73,-,13,-,-,-
S01004181,714,7,18,-,-,-,-,-,35,1,-,-,-,-
S01004182,798,9,97,-,-,-,2,-,93,3,-,-,-,-
S01004183,861,24,52,15,-,-,-,-,113,2,78,-,30,-
S01004184,812,4,55,2,-,-,-,-,49,1,-,-,-,-
S01004185,793,2,33,-,-,-,-,-,64,2,9,3,-,-
S01004186,680,1,38,5,-,-,-,-,47,-,-,-,-,-
S01004187,692,4,25,-,-,-,-,-,34,1,-,-,-,-
S01004188,720,8,49,3,-,-,-,-,39,2,3,-,-,-
S01004189,431,-,189,9,-,-,-,-,39,-,6,-,-,-
S01004190,740,2,63,1,-,-,-,-,56,-,3,-,-,-
S01004191,714,2,41,2,-,-,-,-,50,6,-,-,-,-
S01004192,769,1,42,2,39,-,4,-,58,2,6,-,-,-
S01004193,703,6,41,1,14,-,1,-,41,4,3,-,-,-
S01004194,718,5,66,2,-,-,-,-,29,7,-,-,-,-
S01004195,568,8,36,-,-,-,-,-,33,-,-,-,-,-
S01004196,657,2,35,-,-,-,-,-,30,1,3,-,-,-
S01004197,647,10,39,-,-,-,-,-,39,5,-,-,-,-
S01004198,504,-,48,8,128,-,10,-,58,-,15,-,-,-
S01004199,777,2,44,-,-,-,-,-,48,4,-,-,3,-
S01004200,766,1,37,2,-,-,-,-,37,2,-,-,-,-
S01004201,711,-,41,-,-,-,-,-,43,1,-,-,-,-
S01004202,527,-,31,2,-,-,-,-,44,3,-,-,-,-
S01004203,825,6,38,2,-,-,-,-,36,4,-,-,-,-
S01004204,685,6,37,1,4,-,-,-,53,2,-,-,-,-
S01004205,678,3,37,-,-,-,-,-,43,5,-,-,-,-
S01004206,602,-,24,-,72,-,16,-,37,7,3,-,-,-
S01004207,749,3,41,-,-,-,-,-,48,-,-,-,-,-
S01004208,816,-,41,-,4,-,-,-,39,-,3,-,-,-
S01004209,535,3,40,2,4,-,-,-,44,1,6,-,-,-
S01004210,584,1,27,-,57,-,25,-,41,4,3,-,-,-
S01004211,659,1,51,10,-,-,4,1,29,8,12,3,-,-
S01004212,734,6,54,12,-,-,-,-,56,4,6,-,3,-
S01004213,546,8,42,1,-,-,-,-,49,3,-,-,-,-
S01004214,664,-,37,5,-,-,-,-,42,5,6,-,-,-
S01004215,470,-,80,11,42,-,15,-,43,1,8,3,-,-
S01004216,833,1,49,2,-,-,-,-,46,3,3,-,-,-
S01004217,475,-,32,5,46,-,15,1,57,2,-,-,-,-
S01004218,823,1,29,2,-,-,-,-,44,5,3,-,-,-
S01004219,637,-,42,-,-,-,-,-,31,1,-,-,-,-
S01004220,695,6,66,7,12,-,-,-,40,-,-,3,-,-
S01004221,877,-,20,5,-,-,-,-,38,3,-,-,-,-
S01004222,452,11,69,3,9,-,-,-,89,4,-,-,-,-
S01004223,746,19,44,-,-,-,-,-,41,4,7,-,-,-
S01004224,701,1,47,1,-,-,-,-,48,1,-,-,-,-
S01004225,727,7,78,5,17,-,1,-,35,3,-,-,-,-
S01004226,675,1,66,5,-,-,-,-,50,1,9,-,-,-
S01004227,568,3,28,-,-,-,-,-,31,2,3,-,-,-
S01004228,691,3,56,8,-,-,-,-,69,1,-,-,-,-
S01004229,663,1,27,1,10,-,-,-,45,2,-,-,-,-
S01004230,674,1,54,-,-,-,-,-,36,2,-,-,-,-
S01004231,727,7,31,-,-,-,-,-,33,-,-,-,3,-
S01004232,606,11,58,3,-,-,-,-,61,3,6,-,-,-
S01004233,568,23,22,20,-,-,-,-,37,3,3,-,-,-
S01004234,823,18,60,18,34,-,16,7,60,22,9,3,-,-
S01004235,549,15,40,18,-,-,-,-,54,8,6,-,-,-
S01004236,786,31,55,11,2,-,-,-,40,7,-,-,3,-
S01004237,612,1,35,5,5,-,-,-,48,4,-,-,-,-
S01004238,513,12,32,-,-,-,-,-,54,4,-,-,-,-
S01004239,574,13,61,1,20,-,7,-,28,2,3,-,-,-
S01004240,555,18,56,8,2,-,-,-,40,5,6,-,-,-
S01004241,494,6,12,-,-,-,-,-,24,3,-,-,-,-
S01004242,775,7,58,21,-,-,-,-,51,2,15,-,-,-
S01004243,534,1,27,10,5,-,-,-,35,1,6,3,-,-
S01004244,560,6,36,9,-,-,-,-,39,2,3,-,-,-
S01004245,821,4,52,11,-,-,-,1,71,6,3,-,-,-
S01004246,519,5,40,11,-,-,-,-,35,1,9,-,-,-
S01004247,776,19,52,-,-,-,-,-,55,4,-,-,-,-
S01004248,835,10,51,10,16,1,4,1,46,7,-,3,-,-
S01004249,810,13,60,6,4,-,2,-,51,7,3,-,-,-
S01004250,938,5,66,4,-,-,-,-,59,7,3,-,-,-
S01004251,785,4,41,6,49,5,18,-,47,6,6,-,-,-
S01004252,501,4,26,16,-,-,-,-,24,2,-,-,-,-
S01004253,535,8,10,4,-,-,-,-,30,3,3,-,-,-
S01004254,575,4,33,23,54,1,18,3,45,7,18,-,-,-
S01004255,626,2,59,5,-,-,-,-,60,10,9,-,-,-
S01004256,479,3,93,46,-,-,-,-,86,-,22,-,-,-
S01004257,480,1,39,9,-,-,-,-,55,7,3,3,-,-
S01004258,628,10,56,14,-,-,-,-,49,3,-,-,-,-
S01004259,502,2,98,13,40,-,10,-,25,2,8,-,-,-
S01004260,505,3,33,19,-,-,-,-,35,6,16,-,-,-
S01004261,761,3,85,6,-,-,-,-,72,6,3,-,-,-
S01004262,648,17,47,11,23,-,-,1,51,7,6,-,-,-
S01004263,692,8,48,5,-,-,-,-,40,5,3,3,-,-
S01004264,639,17,35,8,4,-,-,-,30,4,-,-,-,-
S01004265,813,6,68,20,8,-,-,-,97,3,30,-,-,-
S01004266,495,2,37,2,-,-,-,-,24,7,6,-,-,-
S01004267,485,-,20,9,-,-,-,-,18,2,9,-,-,-
S01004268,490,14,129,12,3,-,-,-,48,2,19,-,-,-
S01004269,664,7,102,10,11,-,1,-,39,3,-,-,-,-
S01004270,463,7,62,5,-,-,-,-,64,5,3,-,-,-
S01004271,537,2,31,7,-,-,-,-,37,3,8,-,-,-
S01004272,581,2,43,14,-,-,-,-,46,1,10,3,-,-
S01004273,647,1,47,14,-,-,-,-,43,2,3,-,6,-
S01004274,718,6,46,18,-,-,-,-,63,7,23,-,-,-
S01004275,552,-,31,2,-,-,-,-,43,1,-,3,-,-
S01004276,593,15,59,7,14,1,10,1,73,3,6,3,-,-
S01004277,749,1,37,4,-,-,-,-,47,7,14,3,-,-
S01004278,842,5,58,5,-,-,-,-,64,9,6,-,-,-
S01004279,780,47,97,5,-,-,-,-,110,4,3,3,-,-
S01004280,937,3,49,4,-,-,-,-,28,5,3,-,-,-
S01004281,499,15,37,11,14,-,7,-,35,1,3,-,-,-
S01004282,878,18,76,15,-,-,-,-,83,2,4,-,-,-
S01004283,668,3,59,3,-,-,-,-,81,5,-,-,-,-
S01004284,890,7,53,4,5,-,-,-,58,9,3,-,-,-
S01004285,597,34,83,179,-,-,-,-,107,9,179,10,14,-
S01004286,541,24,98,80,-,-,-,-,103,3,82,4,-,3
S01004287,590,-,47,6,-,-,-,-,46,6,9,-,-,-
S01004288,673,5,48,5,-,-,-,-,55,4,30,7,-,-
S01004289,563,5,35,8,-,-,-,-,36,4,3,3,-,-
S01004290,643,4,52,1,-,-,-,-,37,3,7,-,-,-
S01004291,742,8,65,11,-,-,-,-,64,5,12,3,-,-
S01004292,534,14,91,98,-,-,-,-,60,4,120,-,-,-
S01004293,683,-,95,10,11,1,6,3,49,9,6,3,-,-
S01004294,622,14,124,5,4,-,-,-,72,10,3,3,-,-
S01004295,650,6,72,9,77,1,27,-,64,7,-,-,3,-
S01004296,806,13,83,4,-,-,-,-,82,15,15,3,-,-
S01004297,618,24,99,23,-,-,-,-,83,5,40,3,-,-
S01004298,845,4,89,20,25,-,9,-,64,19,9,-,-,-
S01004299,434,5,83,9,7,-,1,1,97,6,3,-,-,-
S01004300,495,3,47,4,-,-,-,-,37,8,3,-,-,-
S01004301,582,5,40,6,-,-,-,-,24,2,7,3,-,-
S01004302,701,-,47,12,-,-,-,-,39,9,15,3,-,-
S01004303,559,4,41,2,-,-,-,-,41,4,-,3,-,-
S01004304,803,10,114,6,-,-,-,-,114,2,8,3,3,-
S01004305,589,2,66,3,-,-,-,-,56,2,6,-,-,-
S01004306,523,1,45,3,-,-,-,-,32,7,10,-,-,-
S01004307,565,43,66,79,178,-,22,88,163,5,108,33,6,4
S01004308,912,4,50,15,-,-,-,-,45,6,17,3,-,-
S01004309,591,-,59,56,49,2,58,-,50,5,71,-,-,-
S01004310,662,2,65,17,23,1,9,-,67,6,10,-,6,-
S01004311,681,8,86,6,-,-,-,-,63,1,12,-,-,-
S01004312,616,11,45,25,-,-,-,-,48,2,7,-,-,-
S01004313,879,11,57,13,-,-,-,-,73,3,14,3,-,-
S01004314,730,10,25,4,-,-,-,-,42,7,-,3,-,-
S01004315,453,-,49,23,-,-,-,-,44,4,27,3,-,-
S01004316,329,8,40,99,-,-,-,-,75,-,99,3,7,-
S01004317,780,6,61,-,23,-,6,-,76,3,-,-,-,-
S01004318,541,2,26,-,41,-,8,-,22,4,-,-,-,-
S01004319,787,19,49,15,-,-,-,-,44,4,3,-,-,-
S01004320,830,14,64,7,-,-,-,-,50,18,6,3,-,-
S01004321,729,10,44,1,-,-,-,-,71,3,11,-,-,-
S01004322,909,9,39,3,13,-,2,-,76,4,7,-,-,-
S01004323,587,4,53,-,-,-,-,-,49,4,-,-,-,-
S01004324,781,14,51,-,-,-,-,-,41,2,-,-,-,-
S01004325,872,12,93,13,5,-,-,-,87,9,7,-,-,-
S01004326,746,9,38,11,-,-,-,-,46,3,-,-,-,-
S01004327,645,11,28,14,-,-,-,-,41,3,19,-,-,-
S01004328,625,11,29,1,-,-,-,-,37,6,-,-,-,-
S01004329,490,12,13,7,-,-,-,-,35,6,3,-,3,-
S01004330,889,3,60,40,-,-,-,-,76,4,9,-,6,-
S01004331,518,5,40,3,-,-,-,-,15,4,6,3,-,-
S01004332,542,5,22,2,-,-,-,-,40,3,-,-,-,-
S01004333,476,3,36,14,-,-,-,-,42,1,-,-,-,-
S01004334,709,9,51,26,525,4,80,201,233,19,87,110,-,9
S01004335,490,1,27,6,4,-,-,-,32,2,6,-,-,-
S01004336,891,9,69,23,-,-,-,-,69,4,12,3,-,-
S01004337,626,4,55,13,-,-,-,-,50,6,14,3,-,-
S01004338,631,4,45,22,-,-,-,-,65,4,3,-,-,-
S01004339,821,19,62,16,-,-,-,-,40,5,15,4,-,-
S01004340,509,8,47,13,-,-,-,-,37,4,6,-,-,-
S01004341,527,4,45,17,-,-,-,-,65,1,22,-,-,-
S01004342,598,13,73,66,5,-,-,-,72,8,46,-,-,-
S01004343,407,7,46,49,-,-,-,-,40,4,29,-,-,-
S01004344,651,8,94,14,-,-,-,-,47,7,17,-,6,-
S01004345,805,14,78,29,15,1,4,-,62,5,11,3,-,-
